model,modelAge,name,age,mileage,state,owners,bodyType,numberOfDoors,fuelType,vehicleTransmission,drive,color,equipment,price,engineDisplacement,enginePower,technicalPassport
5ER,4,520i,3,145000,не битый,1,sedan,4,petrol,AT,rwd,black,Business,1690000,2.0,184,1
X3,3,20i,1,11070,не битый,1,SUV,5,petrol,AT,4wd,grey,,2899000,2.0,184,1
3ER,5,320d,2,14000,не битый,2,sedan,4,diesel,AT,4wd,dark_blue,Sport Line,1720000,2.0,190,1
X5,10,30d,8,104153,не битый,1,SUV,5,diesel,AT,4wd,grey,,1759000,3.0,245,1
5ER,7,520i,4,38000,не битый,1,sedan,4,petrol,AT,rwd,white,Business,1950000,2.0,184,1
3ER,12,318i,9,190000,не битый,3,sedan,4,petrol,AT,rwd,white,Базовая,550000,2.0,136,1
7ER,12,740Li,12,190000,не битый,2,sedan,4,petrol,AT,rwd,silver,Базовая,750000,3.0,326,1
X3,6,20d,6,86000,не битый,2,SUV,5,diesel,AT,4wd,black,Urban,1550000,2.0,190,1
3ER,9,320d,8,91000,не битый,3,sedan,4,diesel,AT,rwd,red,Базовая,1299000,2.0,184,1
X5,10,35i,7,162000,не битый,2,SUV,5,petrol,AT,4wd,black,Luxury,1450000,3.0,306,1
X3,10,28i,7,81000,не битый,1,SUV,5,petrol,AT,4wd,grey,Базовая,1550000,2.0,245,1
X6,13,40d,10,123540,не битый,2,SUV,5,diesel,AT,4wd,silver,Базовая,1350000,3.0,306,1
3ER,5,320d,2,40200,не битый,1,sedan,4,diesel,AT,4wd,black,Sport Line,2000000,2.0,190,1
3ER,15,320i,14,209000,не битый,3,sedan,4,petrol,AT,rwd,red,Базовая,465000,2.0,150,1
7ER,5,730Ld,2,21000,не битый,2,sedan,4,diesel,AT,4wd,black,Base,3800000,3.0,249,1
6ER,3,630d,2,22932,не битый,1,hatchback,5,diesel,AT,4wd,black,Base,3625000,3.0,249,1
7ER,12,730d,11,151000,не битый,3,sedan,4,diesel,AT,rwd,white,Базовая,1250000,3.0,245,1
5ER,4,530i,2,5000,не битый,1,sedan,4,petrol,AT,4wd,black,M Sport,3000000,2.0,249,1
5ER,13,520d,12,237000,не битый,3,sedan,4,diesel,AT,rwd,black,Базовая,612000,2.0,177,1
X5,14,30d,12,248000,не битый,3,SUV,5,diesel,AT,4wd,black,Базовая,1130000,3.0,211,1
1ER,9,116i,7,209000,не битый,3,hatchback,5,petrol,AT,rwd,black,Базовая,620000,1.6,136,1
3ER,9,320d,7,141507,не битый,1,sedan,4,diesel,AT,4wd,brown,,1062680,2.0,184,1
5ER,4,520d,2,87000,не битый,2,sedan,4,diesel,AT,rwd,black,Business,2000000,2.0,190,1
5ER,4,530d,1,2103,не битый,1,sedan,4,diesel,AT,4wd,white,M Sport,3997527,3.0,249,1
X6,6,30d,5,91000,не битый,2,SUV,5,diesel,AT,4wd,black,Luxury,2590000,3.0,249,1
7ER,12,740d,9,118566,не битый,2,sedan,4,diesel,AT,4wd,black,Базовая,1349000,3.0,306,1
X5,10,35i,9,107201,не битый,3,SUV,5,petrol,AT,4wd,biege,Базовая,1069000,3.0,306,1
X5,7,30d,3,113000,не битый,2,SUV,5,diesel,AT,4wd,black,Exclusive,3100000,3.0,249,1
X7,2,40i,1,1154,не битый,1,SUV,5,petrol,AT,4wd,black,M Sport Pure,5990000,3.0,340,1
X6,6,50i,5,72000,не битый,1,SUV,5,petrol,AT,4wd,white,Базовая,3390000,4.4,450,1
X5,14,None,12,235000,не битый,3,SUV,5,diesel,AT,4wd,black,Базовая,950000,3.0,235,1
3ER,30,325i,24,200000,не битый,2,cabriolet,2,petrol,MT,rwd,dark_blue,Базовая,800000,2.5,192,1
X5,14,48i,13,200000,не битый,2,SUV,5,petrol,AT,4wd,grey,Базовая,900000,4.8,355,1
X6,13,40d,9,197000,не битый,2,SUV,5,diesel,AT,4wd,silver,Базовая,1200000,3.0,306,1
X5,7,25d,6,93230,не битый,1,SUV,5,diesel,AT,4wd,brown,Business,2249000,3.0,218,1
X6,6,30d,3,68845,не битый,2,SUV,5,diesel,AT,4wd,black,,3299000,3.0,249,1
X3,10,20d,8,100300,не битый,3,SUV,5,diesel,AT,4wd,black,Special edition,1350000,2.0,184,1
7ER,5,730Ld,4,40000,не битый,1,sedan,4,diesel,AT,4wd,white,Exclusive,4750000,3.0,265,1
X6,11,None,9,122000,не битый,3,SUV,5,petrol,AT,4wd,white,M,1320000,4.4,555,1
5ER,13,530xi,12,203000,не битый,3,sedan,4,petrol,AT,4wd,black,Business,650000,3.0,272,1
3ER,12,320d,9,217000,не битый,3,coupe,2,diesel,AT,rwd,white,Базовая,772000,2.0,184,1
3ER,12,318i,9,156500,не битый,3,sedan,4,petrol,AT,rwd,white,SE,680000,2.0,136,1
X6,11,None,10,101000,не битый,3,SUV,5,petrol,AT,4wd,black,M,1818000,4.4,555,1
5ER,7,520i,6,140000,не битый,2,sedan,4,petrol,AT,rwd,black,M Sport Локальная сборка,1400000,2.0,184,1
5ER,13,525i,12,132000,не битый,3,sedan,4,petrol,AT,rwd,red,Business,620000,2.5,218,1
1ER,13,116i,10,118000,не битый,2,hatchback,5,petrol,AT,rwd,black,Базовая,419000,1.6,115,1
5ER,11,520d,9,208000,не битый,3,sedan,4,diesel,AT,rwd,black,Базовая,850000,2.0,184,1
3ER,30,316i,28,333330,не битый,3,sedan,4,petrol,AT,rwd,red,Базовая,150000,1.6,100,1
5ER,11,550i,10,134000,не битый,3,hatchback,5,petrol,AT,4wd,white,,950000,4.4,407,1
7ER,26,740Li,23,404000,не битый,3,sedan,4,petrol,AT,rwd,black,Базовая,350000,4.4,286,1
3ER,9,320d,7,184000,не битый,2,sedan,4,diesel,AT,4wd,grey,Sport Line,970000,2.0,184,1
5ER,4,520d,3,43500,не битый,1,sedan,4,diesel,AT,4wd,dark_blue,Exclusive,2450000,2.0,190,1
5ER,11,525d,8,190000,не битый,2,sedan,4,diesel,AT,4wd,black,Базовая,950000,2.0,218,1
7ER,5,740Li,3,122000,не битый,1,sedan,4,petrol,AT,4wd,black,Luxury,2900000,3.0,326,1
5ER,13,525i,12,190000,не битый,3,sedan,4,petrol,AT,rwd,grey,Базовая,720000,2.5,218,1
5ER,32,520i,29,55000,не битый,2,sedan,4,petrol,MT,rwd,black,Базовая,100000,2.0,129,1
1ER,13,120i,10,138000,не битый,2,coupe,2,petrol,AT,rwd,red,Базовая,515000,2.0,156,1
5ER,13,525i,11,140000,не битый,3,sedan,4,petrol,AT,rwd,purple,Базовая,635000,2.5,218,1
5ER,7,528i,6,29900,не битый,2,sedan,4,petrol,AT,4wd,dark_blue,Luxury Локальная сборка,1710000,2.0,245,1
I8,6,None,4,43000,не битый,1,coupe,2,hybrid,AT,4wd,black,Base,5450000,1.5,362,1
X6,6,35i,4,47000,не битый,1,SUV,5,petrol,AT,4wd,green,Prestige,2499000,3.0,306,1
X3,10,28i,8,124000,не битый,2,SUV,5,petrol,AT,4wd,white,Базовая,920000,3.0,258,1
5ER,7,520d,4,154000,не битый,1,sedan,4,diesel,AT,rwd,white,,1499000,2.0,190,1
X6,13,30d,12,218000,не битый,3,SUV,5,diesel,AT,4wd,dark_blue,Базовая,1099000,3.0,235,1
6ER,13,630i,12,120000,не битый,3,coupe,2,petrol,AT,rwd,black,Базовая,850000,3.0,272,1
X6,8,35i,7,125000,не битый,2,SUV,5,petrol,AT,4wd,black,Базовая,1350000,3.0,306,1
1ER,9,116i,7,84000,не битый,3,hatchback,5,petrol,AT,rwd,white,,499000,1.6,136,1
X1,8,20i,7,98000,не битый,1,SUV,5,petrol,AT,4wd,biege,Business,939000,2.0,184,1
3ER,9,328i,9,229600,не битый,3,sedan,4,petrol,AT,rwd,white,,1070000,2.0,245,1
X5,21,None,17,300812,не битый,3,SUV,5,petrol,AT,4wd,grey,,399000,3.0,231,1
X6,11,None,9,136000,не битый,3,SUV,5,petrol,AT,4wd,dark_blue,M,1550000,4.4,555,1
X3,10,20d,9,173075,не битый,3,SUV,5,diesel,AT,4wd,black,Базовая,990000,2.0,184,1
3ER,15,320i,14,176777,не битый,3,sedan,4,petrol,AT,rwd,black,Базовая,470000,2.0,150,1
7ER,12,750i,11,227538,не битый,1,sedan,4,petrol,AT,rwd,grey,Базовая,699000,4.4,407,1
X6,6,30d,5,91000,не битый,2,SUV,5,diesel,AT,4wd,black,Luxury,2590000,3.0,249,1
5ER,13,525i,11,169000,не битый,3,sedan,4,petrol,AT,rwd,black,Базовая,795000,2.5,218,1
3ER,19,325xi,17,184000,не битый,3,sedan,4,petrol,AT,4wd,grey,Базовая,400000,2.5,192,1
7ER,1,730d,1,32,не битый,1,sedan,4,diesel,AT,4wd,black,Base,6250000,3.0,249,1
5ER,4,520d,1,159,не битый,1,sedan,4,diesel,AT,rwd,grey,Executive,2660000,2.0,190,1
X3,17,30d,15,330000,не битый,3,SUV,5,diesel,AT,4wd,black,Базовая,549000,3.0,218,1
5ER,18,525xi,14,159000,не битый,2,sedan,4,petrol,AT,4wd,dark_blue,Базовая,599000,2.5,218,1
5ER,4,520d,3,139000,не битый,2,sedan,4,diesel,AT,rwd,black,,1790000,2.0,190,1
5ER,7,520i,4,38000,не битый,1,sedan,4,petrol,AT,rwd,white,Business,1950000,2.0,184,1
7ER,5,750Li,5,11317,не битый,1,sedan,4,petrol,AT,4wd,dark_blue,Executive,4100000,4.4,450,1
X5,14,30i,11,200000,не битый,2,SUV,5,petrol,AT,4wd,grey,Базовая,1050000,3.0,272,1
5ER,11,535d,9,185000,не битый,2,sedan,4,diesel,AT,rwd,biege,Базовая,1350000,3.0,300,1
5ER,18,525i,15,280000,не битый,3,sedan,4,petrol,AT,rwd,red,Базовая,485000,2.5,218,1
X5,2,30d,1,4520,не битый,2,SUV,5,diesel,AT,4wd,white,,4637000,3.0,249,1
X3,10,20d,6,135127,не битый,1,SUV,5,diesel,AT,4wd,grey,,1480000,2.0,184,1
3ER,22,320i,19,287438,не битый,3,sedan,4,petrol,AT,rwd,black,Базовая,370000,2.2,170,1
X6,6,30d,3,53283,не битый,2,SUV,5,diesel,AT,4wd,black,,3357000,3.0,249,1
5ER,4,520d,3,49000,не битый,2,sedan,4,diesel,AT,rwd,white,Sport Line,2000000,2.0,190,1
3ER,5,320d,2,14000,не битый,2,sedan,4,diesel,AT,4wd,dark_blue,Sport Line,1720000,2.0,190,1
3ER,5,320d,4,74000,не битый,2,sedan,4,diesel,AT,4wd,black,,1580000,2.0,190,1
3ER,19,325i,16,300000,не битый,1,sedan,4,petrol,MT,rwd,white,Базовая,340000,2.5,192,1
X3,14,20i,11,150000,не битый,2,SUV,5,petrol,MT,4wd,silver,Базовая,800000,2.0,150,1
1ER,13,120d,13,230000,не битый,3,hatchback,3,diesel,AT,rwd,biege,Базовая,520000,2.0,177,1
5ER,4,520i,2,68000,не битый,1,sedan,4,petrol,AT,rwd,black,Business,1900000,2.0,184,1
X6,8,None,7,82000,не битый,3,SUV,5,petrol,AT,4wd,red,M,1999000,4.4,555,1
7ER,12,740Li,11,124000,не битый,3,sedan,4,petrol,AT,rwd,black,Базовая,915000,3.0,326,1
X6,6,30d,2,22000,не битый,1,SUV,5,diesel,AT,4wd,black,M Sport,3900000,3.0,249,1
X5,7,30d,3,75000,не битый,1,SUV,5,diesel,AT,4wd,white,Pure Experience,2950000,3.0,249,1
3ER,5,320d,4,74000,не битый,2,sedan,4,diesel,AT,4wd,black,,1580000,2.0,190,1
X3,10,28i,7,63110,не битый,1,SUV,5,petrol,AT,4wd,red,Базовая,1350000,2.0,245,1
7ER,8,750Li,7,122000,не битый,3,sedan,4,petrol,AT,4wd,black,Базовая,1070000,4.4,450,1
X1,8,20i,7,98000,не битый,1,SUV,5,petrol,AT,4wd,biege,Business,939000,2.0,184,1
X6,13,35i,12,170000,не битый,1,SUV,5,petrol,AT,4wd,black,Базовая,935000,3.0,306,1
5ER,11,535i,8,105000,не битый,1,hatchback,5,petrol,AT,4wd,black,Базовая,1050000,3.0,306,1
3ER,9,320i,7,69000,не битый,3,hatchback,5,petrol,AT,4wd,dark_blue,Базовая,1280000,2.0,184,1
X6,6,M50d,5,56000,не битый,2,SUV,5,diesel,AT,4wd,black,Базовая,3700000,3.0,381,1
5ER,11,528i,9,178000,не битый,3,sedan,4,petrol,AT,rwd,grey,Luxury,950000,3.0,258,1
5ER,7,528i,7,124335,не битый,1,sedan,4,petrol,AT,4wd,black,Базовая,1060000,2.0,245,1
3ER,12,320i,10,174609,не битый,3,sedan,4,petrol,AT,rwd,grey,,549000,2.0,156,1
3ER,5,320d,1,3314,не битый,1,hatchback,5,diesel,AT,4wd,dark_blue,Base,3168268,2.0,190,1
5ER,4,520d,3,105000,не битый,2,sedan,4,diesel,AT,rwd,black,Business,2100000,2.0,190,1
5ER,20,525i,19,300000,не битый,2,sedan,4,petrol,AT,rwd,grey,Базовая,310000,2.5,192,1
5ER,7,520i,4,138264,не битый,1,sedan,4,petrol,AT,rwd,black,,1264000,2.0,184,1
X5,10,30d,8,130000,не битый,1,SUV,5,diesel,AT,4wd,brown,SE,1480000,3.0,245,1
7ER,8,730d,6,70000,не битый,2,sedan,4,diesel,AT,4wd,dark_blue,Базовая,2049000,3.0,258,1
X5,7,M50d,6,96100,не битый,1,SUV,5,diesel,AT,4wd,black,Базовая,2740000,3.0,381,1
8ER,31,None,27,170000,не битый,3,coupe,2,petrol,AT,rwd,dark_blue,Базовая,2150000,5.0,300,1
X6,13,35d,12,128000,не битый,3,SUV,5,diesel,AT,4wd,black,Базовая,1200000,3.0,286,1
X5,7,30d,4,96880,не битый,2,SUV,5,diesel,AT,4wd,white,,2839000,3.0,249,1
3ER,19,320i,18,364333,не битый,3,sedan,4,petrol,MT,rwd,silver,Базовая,350000,2.2,170,1
X5,7,25d,4,80000,не битый,1,SUV,5,diesel,AT,4wd,white,Базовая,2600000,3.0,218,1
X5,14,None,11,49000,не битый,3,SUV,5,petrol,AT,4wd,grey,Базовая,1099000,3.0,264,1
X5,14,None,12,180000,не битый,3,SUV,5,petrol,AT,4wd,grey,Базовая,850000,4.8,355,1
5ER,7,520d,7,125000,не битый,2,sedan,4,diesel,AT,rwd,black,Базовая,1250000,2.0,184,1
X5,7,30d,5,158000,не битый,2,SUV,5,diesel,AT,4wd,black,,2500000,3.0,249,1
5ER,4,M550d,1,4900,не битый,1,sedan,4,diesel,AT,4wd,black,Base,4999999,3.0,400,1
5ER,18,525xi,15,300000,не битый,2,sedan,4,petrol,AT,4wd,dark_blue,Базовая,430000,2.5,218,1
5ER,4,520d,1,8132,не битый,1,sedan,4,diesel,AT,4wd,black,M Sport,2977001,2.0,190,1
X3,17,25i,16,160000,не битый,3,SUV,5,petrol,AT,4wd,silver,Базовая,490000,2.5,192,1
3ER,2,320i,1,5000,не битый,2,sedan,4,petrol,AT,4wd,grey,M Sport Pure,2800000,2.0,184,1
X5,7,30d,6,108325,не битый,2,SUV,5,diesel,AT,4wd,white,,2280000,3.0,249,1
X5,10,30d,10,215000,не битый,2,SUV,5,diesel,AT,4wd,grey,Luxury,1290000,3.0,245,1
5ER,25,523i,21,480000,не битый,3,sedan,4,petrol,MT,rwd,dark_blue,Базовая,245000,2.5,170,1
5ER,11,530d,9,93363,не битый,3,hatchback,5,diesel,AT,4wd,white,Базовая,1425000,3.0,245,1
X6,13,35i,8,110000,не битый,2,SUV,5,petrol,AT,4wd,white,Базовая,1400000,3.0,306,1
X5,14,30d,12,194330,не битый,1,SUV,5,diesel,AT,4wd,grey,,1080000,3.0,235,1
X6,8,35i,7,164000,не битый,3,SUV,5,petrol,AT,4wd,white,Базовая,1320000,3.0,306,1
X5,7,M50d,6,83609,не битый,1,SUV,5,diesel,AT,4wd,dark_blue,Базовая,3399000,3.0,381,1
X1,8,18i,6,84470,не битый,1,SUV,5,petrol,AT,rwd,black,,925000,2.0,150,1
3ER,15,320i,14,209000,не битый,3,sedan,4,petrol,AT,rwd,red,Базовая,465000,2.0,150,1
3ER,30,325i,24,200000,не битый,2,cabriolet,2,petrol,MT,rwd,dark_blue,Базовая,800000,2.5,192,1
5ER,25,523i,22,369000,не битый,2,sedan,4,petrol,AT,rwd,red,Shadow Line,220000,2.5,170,1
5ER,7,528i,5,142988,не битый,3,sedan,4,petrol,AT,4wd,white,Базовая,1350000,2.0,245,1
5ER,11,520i,7,180000,не битый,3,sedan,4,petrol,AT,rwd,white,SE,1000000,2.0,184,1
3ER,9,320d,7,93000,не битый,2,sedan,4,diesel,AT,4wd,brown,Sport Line,1350000,2.0,184,1
X5,10,30d,8,115000,не битый,2,SUV,5,diesel,AT,4wd,brown,SE,1570000,3.0,245,1
6ER,17,645i,16,160000,не битый,3,coupe,2,petrol,AT,rwd,black,Базовая,690000,4.4,333,1
3ER,30,318i,28,362000,не битый,3,sedan,4,petrol,MT,rwd,black,Базовая,130000,1.8,113,1
5ER,13,525i,13,220000,не битый,2,sedan,4,petrol,AT,rwd,black,Business,640000,2.5,218,1
7ER,19,735Li,15,199150,не битый,3,sedan,4,petrol,AT,rwd,biege,Базовая,399000,3.6,272,1
3ER,12,320i,9,149900,не битый,3,sedan,4,petrol,AT,rwd,white,Edition Exclusive,615000,2.0,156,1
7ER,26,728i,24,382000,не битый,3,sedan,4,petrol,AT,rwd,green,Базовая,210000,2.8,193,1
7ER,8,750Li,5,148000,не битый,1,sedan,4,petrol,AT,4wd,black,Базовая,1300000,4.4,450,1
3ER,19,320i,18,256879,не битый,3,sedan,4,petrol,MT,rwd,grey,Базовая,320000,2.2,170,1
6ER,9,640i,9,146000,не битый,3,coupe,2,petrol,AT,rwd,black,Базовая,1300000,3.0,320,1
1ER,13,116i,9,103000,не битый,3,hatchback,3,petrol,AT,rwd,black,Базовая,470000,1.6,115,1
X1,8,20i,6,95574,не битый,3,SUV,5,petrol,AT,4wd,black,Базовая,900000,2.0,184,1
X1,11,18i,8,64895,не битый,2,SUV,5,petrol,AT,rwd,brown,,849000,2.0,150,1
X3,14,20d,11,165000,не битый,2,SUV,5,diesel,AT,4wd,grey,Базовая,720000,2.0,177,1
5ER,11,530d,10,138000,не битый,3,hatchback,5,diesel,AT,4wd,black,Базовая,1220000,3.0,245,1
X5,7,30d,3,113000,не битый,2,SUV,5,diesel,AT,4wd,black,Exclusive,3100000,3.0,249,1
3ER,9,320i,6,57500,не битый,2,sedan,4,petrol,AT,4wd,black,Sport,1400000,2.0,184,1
X4,6,20i,5,145100,не битый,2,SUV,5,petrol,AT,4wd,white,M Sport,1645000,2.0,184,1
X5,7,25d,2,33000,не битый,1,SUV,5,diesel,AT,4wd,white,Business,3350000,3.0,218,1
X5,14,None,13,240000,не битый,3,SUV,5,petrol,AT,4wd,grey,Базовая,770000,3.0,272,1
X6,13,30d,11,179000,не битый,2,SUV,5,diesel,AT,4wd,silver,Базовая,1199000,3.0,235,1
4ER,7,420d,6,102000,не битый,2,coupe,2,diesel,AT,4wd,white,Базовая,1370000,2.0,184,1
7ER,12,740d,9,118566,не битый,2,sedan,4,diesel,AT,4wd,black,Базовая,1349000,3.0,306,1
7ER,12,750Li,8,108000,не битый,3,sedan,4,petrol,AT,4wd,white,Базовая,980000,4.4,407,1
5ER,7,M550d,5,75000,не битый,2,sedan,4,diesel,AT,4wd,dark_blue,Базовая,2400000,3.0,381,1
X5,7,30d,3,75000,не битый,1,SUV,5,diesel,AT,4wd,white,Pure Experience,2950000,3.0,249,1
3ER,12,318i,10,155000,не битый,3,sedan,4,petrol,AT,rwd,red,Базовая,550000,2.0,136,1
X3,6,20d,5,131100,не битый,2,SUV,5,diesel,AT,4wd,black,,1619000,2.0,190,1
X6,13,35i,11,198584,не битый,3,SUV,5,petrol,AT,4wd,white,,949000,3.0,306,1
X6,13,30d,9,178000,не битый,3,SUV,5,diesel,AT,4wd,dark_blue,Базовая,1500000,3.0,245,1
X6,13,40d,10,95000,не битый,1,SUV,5,diesel,AT,4wd,dark_blue,Базовая,1700000,3.0,306,1
5ER,7,520d,4,112000,не битый,1,sedan,4,diesel,AT,rwd,black,,1370000,2.0,190,1
X5,17,None,16,260000,не битый,3,SUV,5,petrol,AT,4wd,black,Базовая,420000,4.8,360,1
5ER,7,530d,6,74000,не битый,1,hatchback,5,diesel,AT,4wd,white,Luxury Line,1950000,3.0,258,1
5ER,7,530d,7,184000,не битый,2,sedan,4,diesel,AT,4wd,black,Luxury Локальная сборка,1570000,3.0,258,1
3ER,15,320i,12,210000,не битый,3,sedan,4,petrol,AT,rwd,grey,Базовая,453000,2.0,156,1
5ER,11,528i,9,178000,не битый,3,sedan,4,petrol,AT,rwd,grey,Luxury,950000,3.0,258,1
X6,8,30d,7,94822,не битый,2,SUV,5,diesel,AT,4wd,biege,Базовая,1860000,3.0,245,1
X5,14,48i,13,200000,не битый,2,SUV,5,petrol,AT,4wd,grey,Базовая,900000,4.8,355,1
5ER,32,520i,30,210000,не битый,3,sedan,4,petrol,MT,rwd,grey,Базовая,155000,2.0,150,1
3ER,9,320i,6,119000,не битый,3,sedan,4,petrol,AT,4wd,white,Sport,1100000,2.0,184,1
X5,21,None,19,210000,не битый,3,SUV,5,petrol,AT,4wd,silver,Базовая,365000,3.0,231,1
X5,14,None,12,283000,не битый,3,SUV,5,diesel,AT,4wd,black,Базовая,940000,3.0,235,1
X5,10,30d,8,208237,не битый,1,SUV,5,diesel,AT,4wd,grey,,1426000,3.0,245,1
X5,14,30d,12,248000,не битый,3,SUV,5,diesel,AT,4wd,black,Базовая,1130000,3.0,211,1
7ER,26,740i,25,300000,не битый,2,sedan,4,petrol,MT,rwd,red,Базовая,199000,4.0,286,1
3ER,15,325i,15,246000,не битый,3,sedan,4,petrol,AT,rwd,grey,Базовая,370000,2.5,218,1
X4,6,20i,4,69108,не битый,1,SUV,5,petrol,AT,4wd,white,Базовая,2000000,2.0,184,1
X5,14,35d,12,225000,не битый,3,SUV,5,diesel,AT,4wd,black,Базовая,1200000,3.0,286,1
X5,10,35i,8,24300,не битый,2,SUV,5,petrol,AT,4wd,grey,Exclusive,1430000,3.0,306,1
5ER,13,530i,13,200000,не битый,3,sedan,4,petrol,AT,rwd,grey,Business,650000,3.0,272,1
5ER,20,530i,19,295000,не битый,3,sedan,4,petrol,AT,rwd,black,Базовая,1000000,3.0,231,1
7ER,12,750Li,9,178000,не битый,3,sedan,4,petrol,AT,4wd,black,Базовая,770000,4.4,407,1
1ER,9,116i,7,161511,не битый,2,hatchback,5,petrol,AT,rwd,orange,,679000,1.6,136,1
5ER,11,535i,8,133000,не битый,1,hatchback,5,petrol,AT,4wd,white,Базовая,1425000,3.0,306,1
M5,9,None,8,126000,не битый,1,sedan,4,petrol,AM,rwd,white,Базовая,2000000,4.4,560,1
X6,6,30d,1,21000,не битый,1,SUV,5,diesel,AT,4wd,grey,Базовая,3950000,3.0,249,1
3ER,15,325i,14,208000,не битый,3,sedan,4,petrol,AT,4wd,silver,Базовая,490000,3.0,218,1
7ER,5,730d,4,46000,не битый,1,sedan,4,diesel,AT,4wd,black,Base,5500000,3.0,265,1
X3,10,28i,9,94000,не битый,2,SUV,5,petrol,AT,4wd,dark_blue,Базовая,1077000,3.0,258,1
1ER,9,116i,8,190000,не битый,3,hatchback,3,petrol,AT,rwd,white,Базовая,600000,1.6,136,1
5ER,13,525i,12,249000,не битый,3,sedan,4,petrol,AT,rwd,red,Business,450000,2.5,218,1
7ER,8,750Li,6,131680,не битый,2,sedan,4,petrol,AT,4wd,black,,1340000,4.4,450,1
X3,6,20i,5,60000,не битый,2,SUV,5,petrol,AT,4wd,dark_blue,Urban,1499000,2.0,184,1
5ER,13,530xi,13,257000,не битый,3,sedan,4,petrol,AT,4wd,black,Business,643333,3.0,272,1
5ER,20,525i,19,252588,не битый,3,sedan,4,petrol,AT,rwd,green,Базовая,305000,2.5,192,1
5ER,25,520i,22,299000,не битый,3,sedan,4,petrol,MT,rwd,black,,170000,2.0,150,1
X5,21,None,20,323000,не битый,3,SUV,5,petrol,AT,4wd,grey,Базовая,245000,4.4,286,1
X5,7,40d,4,100000,не битый,2,SUV,5,diesel,AT,4wd,black,,3350000,3.0,313,1
5ER,11,520i,8,137000,не битый,3,sedan,4,petrol,AT,rwd,white,,970000,2.0,184,1
7ER,26,735Li,23,280000,не битый,3,sedan,4,petrol,AT,rwd,dark_blue,Базовая,280000,3.5,235,1
X4,6,20d,4,140000,не битый,1,SUV,5,diesel,AT,4wd,red,M Sport,1930000,2.0,190,1
7ER,12,750Li,9,152000,не битый,3,sedan,4,petrol,AT,4wd,black,Базовая,750000,4.4,407,1
X1,5,18d,4,77100,не битый,1,SUV,5,diesel,AT,4wd,brown,Base,1685000,2.0,150,1
6ER,44,635i,32,120500,не битый,3,coupe,2,petrol,AT,rwd,white,Базовая,2500000,3.4,218,1
X2,3,18i,1,17606,не битый,1,SUV,5,petrol,AM,fwd,white,,1842000,1.5,140,1
8ER,31,None,27,170000,не битый,3,coupe,2,petrol,AT,rwd,dark_blue,Базовая,2150000,5.0,300,1
6ER,17,630i,13,114512,не битый,3,coupe,2,petrol,AT,rwd,red,,750553,3.0,258,1
X7,2,40i,1,3391,не битый,1,SUV,5,petrol,AT,4wd,dark_blue,Base,5884400,3.0,340,1
X5,14,None,12,195000,не битый,3,SUV,5,diesel,AT,4wd,black,Базовая,950000,3.0,235,1
3ER,12,325i,11,250000,не битый,3,sedan,4,petrol,AT,4wd,black,Базовая,519000,2.5,218,1
7ER,15,750Li,13,227300,не битый,3,sedan,4,petrol,AT,rwd,black,Базовая,500000,4.8,367,1
7ER,8,750Li,8,149900,не битый,2,sedan,4,petrol,AT,4wd,black,Базовая,855000,4.4,450,1
5ER,4,530i,2,34000,не битый,1,sedan,4,petrol,AT,4wd,black,M Sport,3000000,2.0,249,1
3ER,12,325xi,12,154101,не битый,3,sedan,4,petrol,AT,4wd,grey,,657000,2.5,218,1
5ER,4,520d,3,79000,не битый,1,sedan,4,diesel,AT,4wd,dark_blue,Exclusive,2290000,2.0,190,1
X5,14,35i,10,180000,не битый,3,SUV,5,petrol,AT,4wd,brown,Базовая,1200000,3.0,306,1
X3,10,28i,7,63110,не битый,1,SUV,5,petrol,AT,4wd,red,Базовая,1350000,2.0,245,1
7ER,12,740d,9,172500,не битый,3,sedan,4,diesel,AT,4wd,black,Базовая,1470000,3.0,306,1
3ER,83,None,72,193348,не битый,1,sedan,2,petrol,MT,rwd,black,Базовая,300000,2.0,46,1
5ER,32,520i,30,250000,не битый,3,sedan,4,petrol,MT,rwd,black,Базовая,110000,2.0,150,1
5ER,4,530d,2,43000,не битый,2,sedan,4,diesel,AT,4wd,grey,M Sport,2920000,3.0,249,1
X4,6,20d,3,76000,не битый,1,SUV,5,diesel,AT,4wd,black,Base,2200000,2.0,190,1
X3,17,30i,15,245000,не битый,2,SUV,5,petrol,AT,4wd,black,Базовая,550000,3.0,231,1
7ER,5,730Ld,2,21000,не битый,2,sedan,4,diesel,AT,4wd,black,Base,3800000,3.0,249,1
X3,17,30i,15,245000,не битый,2,SUV,5,petrol,AT,4wd,black,Базовая,550000,3.0,231,1
7ER,5,730Ld,2,21000,не битый,2,sedan,4,diesel,AT,4wd,black,Base,3800000,3.0,249,1
6ER,9,650i,8,85000,не битый,2,sedan,4,petrol,AT,4wd,dark_blue,Базовая,1950000,4.4,450,1
3ER,5,318i,3,12000,не битый,1,sedan,4,petrol,AT,rwd,grey,Base,1500000,1.5,136,1
7ER,12,750Li,8,130000,не битый,2,sedan,4,petrol,AT,4wd,black,Базовая,790000,4.4,407,1
3ER,12,320i,10,158124,не битый,3,coupe,2,petrol,AT,rwd,white,SE,695000,2.0,156,1
3ER,5,320i,3,53000,не битый,2,sedan,4,petrol,AT,4wd,violet,M Sport,1950000,2.0,184,1
